"State","Crop","Calendar","Mandi Arrival Quantity (AgMarknet) (AgMarknet)","Mandi Modal Price (AgMarknet)"
"Uttar Pradesh","Paddy","10 Sep 2013","704.50","1232.29"
"Uttar Pradesh","Paddy","11 Sep 2013","804.60","1247.26"
"Uttar Pradesh","Paddy","12 Sep 2013","706.90","1221.23"
"Uttar Pradesh","Paddy","13 Sep 2013","586.50","1276.35"
"Uttar Pradesh","Paddy","14 Sep 2013","669.20","1235.98"
"Uttar Pradesh","Paddy","15 Sep 2013","470.10","1208.31"
"Uttar Pradesh","Paddy","16 Sep 2013","635.00","1224.61"
"Uttar Pradesh","Paddy","17 Sep 2013","674.70","1218.71"
"Uttar Pradesh","Paddy","18 Sep 2013","881.00","1232.99"
"Uttar Pradesh","Paddy","19 Sep 2013","776.10","1222.56"
"Uttar Pradesh","Paddy","20 Sep 2013","933.10","1241.20"
"Uttar Pradesh","Paddy","21 Sep 2013","1095.60","1241.20"
"Uttar Pradesh","Paddy","22 Sep 2013","273.90","1229.00"
"Uttar Pradesh","Paddy","23 Sep 2013","873.90","1235.53"
"Uttar Pradesh","Paddy","24 Sep 2013","1014.30","1217.16"
"Uttar Pradesh","Paddy","25 Sep 2013","1177.60","1197.53"
"Uttar Pradesh","Paddy","26 Sep 2013","1076.70","1199.88"
"Uttar Pradesh","Paddy","27 Sep 2013","1086.90","1196.62"
"Uttar Pradesh","Paddy","28 Sep 2013","3806.80","1120.18"
"Uttar Pradesh","Paddy","29 Sep 2013","192.50","1199.80"
"Uttar Pradesh","Paddy","30 Sep 2013","1364.90","1117.42"
"Uttar Pradesh","Paddy","01 Oct 2013","1678.80","1212.82"
"Uttar Pradesh","Paddy","02 Oct 2013","365.20","1418.19"
"Uttar Pradesh","Paddy","03 Oct 2013","3031.80","1221.64"
"Uttar Pradesh","Paddy","04 Oct 2013","2214.80","1294.46"
"Uttar Pradesh","Paddy","05 Oct 2013","1540.00","1491.26"
"Uttar Pradesh","Paddy","06 Oct 2013","832.00","1564.73"
"Uttar Pradesh","Paddy","07 Oct 2013","3489.30","1384.97"
"Uttar Pradesh","Paddy","08 Oct 2013","5588.70","1310.61"
"Uttar Pradesh","Paddy","09 Oct 2013","6847.40","1329.46"
"Uttar Pradesh","Paddy","10 Oct 2013","7402.40","1414.14"
"Uttar Pradesh","Paddy","11 Oct 2013","7816.80","1485.88"
"Uttar Pradesh","Paddy","12 Oct 2013","7062.20","1684.51"
"Uttar Pradesh","Paddy","13 Oct 2013","1445.50","1962.04"
"Uttar Pradesh","Paddy","14 Oct 2013","8743.70","1663.77"
"Uttar Pradesh","Paddy","15 Oct 2013","11308.90","1692.49"
"Uttar Pradesh","Paddy","16 Oct 2013","6841.80","1379.17"
"Uttar Pradesh","Paddy","17 Oct 2013","12877.60","1717.39"
"Uttar Pradesh","Paddy","18 Oct 2013","15918.60","1716.12"
"Uttar Pradesh","Paddy","19 Oct 2013","18235.10","1756.99"
"Uttar Pradesh","Paddy","20 Oct 2013","2594.60","2135.70"
"Uttar Pradesh","Paddy","21 Oct 2013","25112.00","1763.73"
"Uttar Pradesh","Paddy","22 Oct 2013","30388.50","1757.38"
"Uttar Pradesh","Paddy","23 Oct 2013","27047.90","1746.87"
"Uttar Pradesh","Paddy","24 Oct 2013","27195.60","1946.39"
"Uttar Pradesh","Paddy","25 Oct 2013","26311.40","1801.35"
"Uttar Pradesh","Paddy","26 Oct 2013","31369.80","1744.32"
"Uttar Pradesh","Paddy","27 Oct 2013","8652.20","1717.41"
"Uttar Pradesh","Paddy","28 Oct 2013","21185.20","1947.60"
"Uttar Pradesh","Paddy","29 Oct 2013","45066.20","2359.43"
"Uttar Pradesh","Paddy","30 Oct 2013","38540.60","1909.56"
"Uttar Pradesh","Paddy","31 Oct 2013","40436.00","1890.40"
"Uttar Pradesh","Paddy","01 Nov 2013","39107.60","1935.00"
"Uttar Pradesh","Paddy","02 Nov 2013","32661.10","2045.71"
"Uttar Pradesh","Paddy","03 Nov 2013","6007.50","2211.26"
"Uttar Pradesh","Paddy","04 Nov 2013","5902.40","1432.44"
"Uttar Pradesh","Paddy","05 Nov 2013","12099.40","2052.17"
"Uttar Pradesh","Paddy","06 Nov 2013","33919.40","2155.66"
"Uttar Pradesh","Paddy","07 Nov 2013","42147.60","2158.23"
"Uttar Pradesh","Paddy","08 Nov 2013","43954.40","2319.55"
"Uttar Pradesh","Paddy","09 Nov 2013","40378.20","2238.46"
"Uttar Pradesh","Paddy","10 Nov 2013","9547.00","1995.63"
"Uttar Pradesh","Paddy","11 Nov 2013","56815.00","2140.33"
"Uttar Pradesh","Paddy","12 Nov 2013","55283.70","2464.22"
"Uttar Pradesh","Paddy","13 Nov 2013","51442.50","2439.31"
"Uttar Pradesh","Paddy","14 Nov 2013","40195.40","1968.90"
"Uttar Pradesh","Paddy","15 Nov 2013","46147.40","2352.64"
"Uttar Pradesh","Paddy","16 Nov 2013","63965.30","2452.45"
"Uttar Pradesh","Paddy","17 Nov 2013","21373.20","2407.68"
"Uttar Pradesh","Paddy","18 Nov 2013","63264.10","2282.26"
"Uttar Pradesh","Paddy","19 Nov 2013","56677.50","2275.03"
"Uttar Pradesh","Paddy","20 Nov 2013","49921.50","2098.83"
"Uttar Pradesh","Paddy","21 Nov 2013","50300.40","2100.68"
"Uttar Pradesh","Paddy","22 Nov 2013","50927.90","1908.10"
"Uttar Pradesh","Paddy","23 Nov 2013","54549.60","2102.98"
"Uttar Pradesh","Paddy","24 Nov 2013","22771.00","1568.53"
"Uttar Pradesh","Paddy","25 Nov 2013","54139.00","1931.45"
"Uttar Pradesh","Paddy","26 Nov 2013","77697.30","1855.25"
"Uttar Pradesh","Paddy","27 Nov 2013","68137.00","1742.96"
"Uttar Pradesh","Paddy","28 Nov 2013","113951.00","1725.19"
"Uttar Pradesh","Paddy","29 Nov 2013","79139.50","1781.43"
"Uttar Pradesh","Paddy","30 Nov 2013","47084.60","1854.46"
"Uttar Pradesh","Paddy","01 Dec 2013","31500.60","1671.36"
"Uttar Pradesh","Paddy","02 Dec 2013","56719.60","1733.93"
"Uttar Pradesh","Paddy","03 Dec 2013","49521.50","1569.08"
"Uttar Pradesh","Paddy","04 Dec 2013","55713.40","1615.44"
"Uttar Pradesh","Paddy","05 Dec 2013","49746.20","1656.94"
"Uttar Pradesh","Paddy","06 Dec 2013","47217.70","2223.49"
"Uttar Pradesh","Paddy","07 Dec 2013","34182.50","1751.39"
"Uttar Pradesh","Paddy","08 Dec 2013","18617.30","1588.14"
"Uttar Pradesh","Paddy","09 Dec 2013","38750.40","1647.94"
"Uttar Pradesh","Paddy","10 Dec 2013","41218.50","1581.60"
"Uttar Pradesh","Paddy","11 Dec 2013","32925.50","1644.48"
"Uttar Pradesh","Paddy","12 Dec 2013","30708.80","1665.27"
"Uttar Pradesh","Paddy","13 Dec 2013","35841.60","1626.33"
"Uttar Pradesh","Paddy","14 Dec 2013","24381.20","1701.84"
"Uttar Pradesh","Paddy","15 Dec 2013","17140.30","1546.09"
"Uttar Pradesh","Paddy","16 Dec 2013","32306.60","1647.50"
"Uttar Pradesh","Paddy","17 Dec 2013","29462.20","1552.63"
"Uttar Pradesh","Paddy","18 Dec 2013","31597.10","1535.23"
"Uttar Pradesh","Paddy","19 Dec 2013","26589.50","1572.15"
"Uttar Pradesh","Paddy","20 Dec 2013","26263.10","1599.00"
"Uttar Pradesh","Paddy","21 Dec 2013","22722.40","1619.34"
"Uttar Pradesh","Paddy","22 Dec 2013","12154.90","1547.04"
"Uttar Pradesh","Paddy","23 Dec 2013","23870.10","1514.86"
"Uttar Pradesh","Paddy","24 Dec 2013","27552.70","1524.89"
"Uttar Pradesh","Paddy","25 Dec 2013","20049.30","1582.19"
"Uttar Pradesh","Paddy","26 Dec 2013","20758.60","1609.02"
"Uttar Pradesh","Paddy","27 Dec 2013","19417.80","1582.02"
"Uttar Pradesh","Paddy","28 Dec 2013","13060.60","1579.98"
"Uttar Pradesh","Paddy","29 Dec 2013","4307.70","1828.21"
"Uttar Pradesh","Paddy","30 Dec 2013","24181.10","1796.51"
"Uttar Pradesh","Paddy","31 Dec 2013","11318.90","1529.04"
"Uttar Pradesh","Paddy","01 Jan 2014","13386.90","1525.20"
"Uttar Pradesh","Paddy","02 Jan 2014","13728.40","1676.35"
"Uttar Pradesh","Paddy","03 Jan 2014","15575.60","1659.50"
"Uttar Pradesh","Paddy","04 Jan 2014","17712.00","1509.23"
"Uttar Pradesh","Paddy","05 Jan 2014","6122.10","1623.99"
"Uttar Pradesh","Paddy","06 Jan 2014","13413.10","1557.89"
"Uttar Pradesh","Paddy","07 Jan 2014","11139.70","1543.39"
"Uttar Pradesh","Paddy","08 Jan 2014","13475.50","1550.18"
"Uttar Pradesh","Paddy","09 Jan 2014","14994.40","1659.20"
"Uttar Pradesh","Paddy","10 Jan 2014","14302.00","1674.83"
"Uttar Pradesh","Paddy","11 Jan 2014","14944.70","1573.48"
"Uttar Pradesh","Paddy","12 Jan 2014","3696.30","1716.38"
"Uttar Pradesh","Paddy","13 Jan 2014","11640.60","1625.69"
"Uttar Pradesh","Paddy","14 Jan 2014","13347.10","1592.92"
"Uttar Pradesh","Paddy","15 Jan 2014","13271.90","1504.29"
"Uttar Pradesh","Paddy","16 Jan 2014","11468.90","1579.75"
"Uttar Pradesh","Paddy","17 Jan 2014","12980.10","1611.72"
"Uttar Pradesh","Paddy","18 Jan 2014","12102.00","1612.12"
"Uttar Pradesh","Paddy","19 Jan 2014","3343.50","1820.26"
"Uttar Pradesh","Paddy","20 Jan 2014","11310.40","1548.76"
"Uttar Pradesh","Paddy","21 Jan 2014","10204.20","1561.28"
"Uttar Pradesh","Paddy","22 Jan 2014","8630.70","1507.85"
"Uttar Pradesh","Paddy","23 Jan 2014","8332.80","1586.32"
"Uttar Pradesh","Paddy","24 Jan 2014","10712.40","1515.79"
"Uttar Pradesh","Paddy","25 Jan 2014","9854.30","1587.67"
"Uttar Pradesh","Paddy","26 Jan 2014","1248.80","2270.38"
"Uttar Pradesh","Paddy","27 Jan 2014","9325.60","1764.29"
"Uttar Pradesh","Paddy","28 Jan 2014","8393.10","1608.56"
"Uttar Pradesh","Paddy","29 Jan 2014","10800.50","1642.41"
"Uttar Pradesh","Paddy","30 Jan 2014","11863.30","1771.74"
"Uttar Pradesh","Paddy","31 Jan 2014","14848.60","1613.82"
"Uttar Pradesh","Paddy","01 Feb 2014","12759.00","1525.10"
"Uttar Pradesh","Paddy","02 Feb 2014","2816.00","1460.30"
"Uttar Pradesh","Paddy","03 Feb 2014","8583.50","1672.20"
"Uttar Pradesh","Paddy","04 Feb 2014","7088.50","1733.29"
"Uttar Pradesh","Paddy","05 Feb 2014","8616.10","1635.83"
"Uttar Pradesh","Paddy","06 Feb 2014","7990.50","1730.27"
"Uttar Pradesh","Paddy","07 Feb 2014","8766.90","1727.63"
"Uttar Pradesh","Paddy","08 Feb 2014","9683.50","1778.14"
"Uttar Pradesh","Paddy","09 Feb 2014","2731.20","1563.92"
"Uttar Pradesh","Paddy","10 Feb 2014","8333.70","1744.02"
"Uttar Pradesh","Paddy","11 Feb 2014","9895.80","1700.43"
"Uttar Pradesh","Paddy","12 Feb 2014","7619.60","1693.58"
"Uttar Pradesh","Paddy","13 Feb 2014","7724.80","1695.06"
"Uttar Pradesh","Paddy","14 Feb 2014","8134.60","1637.86"
"Uttar Pradesh","Paddy","15 Feb 2014","8202.60","1596.89"
"Uttar Pradesh","Paddy","16 Feb 2014","2657.00","1492.63"
"Uttar Pradesh","Paddy","17 Feb 2014","6400.60","1681.99"
"Uttar Pradesh","Paddy","18 Feb 2014","8740.60","1572.29"
"Uttar Pradesh","Paddy","19 Feb 2014","7912.10","1535.76"
"Uttar Pradesh","Paddy","20 Feb 2014","6950.90","1662.21"
"Uttar Pradesh","Paddy","21 Feb 2014","7124.10","1548.55"
"Uttar Pradesh","Paddy","22 Feb 2014","7945.40","1513.19"
"Uttar Pradesh","Paddy","23 Feb 2014","2140.10","1505.50"
"Uttar Pradesh","Paddy","24 Feb 2014","6423.52","1561.35"
"Uttar Pradesh","Paddy","25 Feb 2014","6488.60","1559.53"
"Uttar Pradesh","Paddy","26 Feb 2014","5737.40","1550.93"
"Uttar Pradesh","Paddy","27 Feb 2014","5892.30","1526.33"
"Uttar Pradesh","Paddy","28 Feb 2014","8786.60","1517.25"
"Uttar Pradesh","Paddy","01 Mar 2014","6785.20","1540.67"
"Uttar Pradesh","Paddy","02 Mar 2014","1254.90","1346.70"
"Uttar Pradesh","Paddy","03 Mar 2014","4872.20","1574.44"
"Uttar Pradesh","Paddy","04 Mar 2014","5779.00","1480.38"
"Uttar Pradesh","Paddy","05 Mar 2014","4525.40","1501.94"
"Uttar Pradesh","Paddy","06 Mar 2014","4269.30","1571.02"
"Uttar Pradesh","Paddy","07 Mar 2014","4298.10","1538.26"
"Uttar Pradesh","Paddy","08 Mar 2014","5722.20","1454.34"
"Uttar Pradesh","Paddy","09 Mar 2014","1265.50","1340.39"
"Uttar Pradesh","Paddy","10 Mar 2014","4073.50","1553.29"
"Uttar Pradesh","Paddy","11 Mar 2014","4616.70","1539.91"
"Uttar Pradesh","Paddy","12 Mar 2014","3871.60","1502.31"
"Uttar Pradesh","Paddy","13 Mar 2014","3378.00","1545.52"
"Uttar Pradesh","Paddy","14 Mar 2014","3594.30","1487.55"
"Uttar Pradesh","Paddy","15 Mar 2014","3371.30","1499.22"
"Uttar Pradesh","Paddy","16 Mar 2014","999.20","1325.41"
"Uttar Pradesh","Paddy","17 Mar 2014","183.00","1315.90"
"Uttar Pradesh","Paddy","18 Mar 2014","2285.50","1319.46"
"Uttar Pradesh","Paddy","19 Mar 2014","2949.70","1465.58"
"Uttar Pradesh","Paddy","20 Mar 2014","2369.10","1506.36"
"Uttar Pradesh","Paddy","21 Mar 2014","2917.30","1457.99"
"Uttar Pradesh","Paddy","22 Mar 2014","3208.90","1445.48"
"Uttar Pradesh","Paddy","23 Mar 2014","1122.20","1320.75"
"Uttar Pradesh","Paddy","24 Mar 2014","2463.50","1425.38"
"Uttar Pradesh","Paddy","25 Mar 2014","2742.40","1420.88"
"Uttar Pradesh","Paddy","26 Mar 2014","3428.40","1442.01"
"Uttar Pradesh","Paddy","27 Mar 2014","2831.60","1490.96"
"Uttar Pradesh","Paddy","28 Mar 2014","2653.80","1515.93"
"Uttar Pradesh","Paddy","29 Mar 2014","4606.90","1417.18"
"Uttar Pradesh","Paddy","30 Mar 2014","931.70","1315.60"
"Uttar Pradesh","Paddy","31 Mar 2014","2417.50","1505.44"
"Uttar Pradesh","Paddy","01 Apr 2014","2789.70","1483.57"
"Uttar Pradesh","Paddy","02 Apr 2014","3005.50","1515.34"
"Uttar Pradesh","Paddy","03 Apr 2014","2380.50","1565.10"
"Uttar Pradesh","Paddy","04 Apr 2014","2185.50","1558.26"
"Uttar Pradesh","Paddy","05 Apr 2014","2402.30","1656.47"
"Uttar Pradesh","Paddy","06 Apr 2014","777.00","1339.69"
"Uttar Pradesh","Paddy","07 Apr 2014","2118.00","1686.42"
"Uttar Pradesh","Paddy","08 Apr 2014","1875.10","1616.03"
"Uttar Pradesh","Paddy","09 Apr 2014","1526.40","1862.79"
"Uttar Pradesh","Paddy","10 Apr 2014","946.80","1314.74"
"Uttar Pradesh","Paddy","11 Apr 2014","1574.50","1684.21"
"Uttar Pradesh","Paddy","12 Apr 2014","2229.00","1564.29"
"Uttar Pradesh","Paddy","13 Apr 2014","639.00","1316.89"
"Uttar Pradesh","Paddy","14 Apr 2014","1399.00","1654.04"
"Uttar Pradesh","Paddy","15 Apr 2014","1700.00","1586.15"
"Uttar Pradesh","Paddy","16 Apr 2014","1680.20","1601.12"
"Uttar Pradesh","Paddy","17 Apr 2014","1387.50","1635.15"
"Uttar Pradesh","Paddy","18 Apr 2014","1584.50","1570.16"
"Uttar Pradesh","Paddy","19 Apr 2014","2564.10","1544.74"
"Uttar Pradesh","Paddy","20 Apr 2014","703.00","1334.63"
"Uttar Pradesh","Paddy","21 Apr 2014","1381.80","1595.58"
"Uttar Pradesh","Paddy","22 Apr 2014","1541.00","1523.49"
"Uttar Pradesh","Paddy","23 Apr 2014","2351.00","1452.49"
"Uttar Pradesh","Paddy","24 Apr 2014","752.50","1332.71"
"Uttar Pradesh","Paddy","25 Apr 2014","1355.50","1541.55"
"Uttar Pradesh","Paddy","26 Apr 2014","2126.50","1593.52"
"Uttar Pradesh","Paddy","27 Apr 2014","680.50","1316.77"
"Uttar Pradesh","Paddy","28 Apr 2014","1517.00","1542.06"
"Uttar Pradesh","Paddy","29 Apr 2014","1414.80","1547.10"
"Uttar Pradesh","Paddy","30 Apr 2014","2152.50","1448.26"
"Uttar Pradesh","Paddy","01 May 2014","928.50","1562.62"
"Uttar Pradesh","Paddy","02 May 2014","1760.20","1454.58"
"Uttar Pradesh","Paddy","03 May 2014","1320.70","1604.96"
"Uttar Pradesh","Paddy","04 May 2014","628.00","1331.16"
"Uttar Pradesh","Paddy","05 May 2014","1055.50","1501.42"
"Uttar Pradesh","Paddy","06 May 2014","601.90","1722.82"
"Uttar Pradesh","Paddy","07 May 2014","635.80","1712.48"
"Uttar Pradesh","Paddy","08 May 2014","1125.50","1762.80"
"Uttar Pradesh","Paddy","09 May 2014","1145.20","1528.38"
"Uttar Pradesh","Paddy","10 May 2014","1220.20","1508.00"
"Uttar Pradesh","Paddy","11 May 2014","693.30","1311.59"
"Uttar Pradesh","Paddy","12 May 2014","788.50","1597.00"
"Uttar Pradesh","Paddy","13 May 2014","1057.00","1557.35"
"Uttar Pradesh","Paddy","14 May 2014","1145.00","1310.91"
"Uttar Pradesh","Paddy","15 May 2014","955.00","1317.55"
"Uttar Pradesh","Paddy","16 May 2014","979.50","1320.31"
"Uttar Pradesh","Paddy","17 May 2014","1181.50","1687.82"
"Uttar Pradesh","Paddy","18 May 2014","725.80","1300.60"
"Uttar Pradesh","Paddy","19 May 2014","963.00","1516.83"
"Uttar Pradesh","Paddy","20 May 2014","1095.50","1467.48"
"Uttar Pradesh","Paddy","21 May 2014","1059.70","1514.16"
"Uttar Pradesh","Paddy","22 May 2014","756.00","1539.62"
"Uttar Pradesh","Paddy","23 May 2014","66047.20","1352.58"
"Uttar Pradesh","Paddy","24 May 2014","1308.00","1600.15"
"Uttar Pradesh","Paddy","25 May 2014","699.20","1304.87"
"Uttar Pradesh","Paddy","26 May 2014","1052.00","1498.39"
"Uttar Pradesh","Paddy","27 May 2014","1007.20","1493.93"
"Uttar Pradesh","Paddy","28 May 2014","1381.20","1449.07"
"Uttar Pradesh","Paddy","29 May 2014","2983.50","1455.56"
"Uttar Pradesh","Paddy","30 May 2014","1151.10","1522.62"
"Uttar Pradesh","Paddy","31 May 2014","2647.70","1392.22"
"Uttar Pradesh","Paddy","01 Jun 2014","614.70","1330.94"
"Uttar Pradesh","Paddy","02 Jun 2014","826.80","1569.63"
"Uttar Pradesh","Paddy","03 Jun 2014","1016.60","1475.14"
"Uttar Pradesh","Paddy","04 Jun 2014","1071.50","1461.69"
"Uttar Pradesh","Paddy","05 Jun 2014","585.70","1323.65"
"Uttar Pradesh","Paddy","06 Jun 2014","938.80","1465.68"
"Uttar Pradesh","Paddy","07 Jun 2014","1220.00","1505.32"
"Uttar Pradesh","Paddy","08 Jun 2014","451.70","1329.02"
"Uttar Pradesh","Paddy","09 Jun 2014","772.50","1462.33"
"Uttar Pradesh","Paddy","10 Jun 2014","963.10","1438.47"
"Uttar Pradesh","Paddy","11 Jun 2014","935.80","1427.45"
"Uttar Pradesh","Paddy","12 Jun 2014","1023.00","1515.56"
"Uttar Pradesh","Paddy","13 Jun 2014","929.00","1486.77"
"Uttar Pradesh","Paddy","14 Jun 2014","1094.30","1400.53"
"Uttar Pradesh","Paddy","15 Jun 2014","403.60","1317.21"
"Uttar Pradesh","Paddy","16 Jun 2014","878.00","1477.35"
"Uttar Pradesh","Paddy","17 Jun 2014","1404.30","1334.59"
"Uttar Pradesh","Paddy","18 Jun 2014","1510.00","1332.77"
"Uttar Pradesh","Paddy","19 Jun 2014","1637.30","1166.57"
"Uttar Pradesh","Paddy","20 Jun 2014","1400.40","1320.03"
"Uttar Pradesh","Paddy","21 Jun 2014","1651.50","1337.37"
"Uttar Pradesh","Paddy","22 Jun 2014","316.00","1335.90"
"Uttar Pradesh","Paddy","23 Jun 2014","1751.70","1269.06"
"Uttar Pradesh","Paddy","24 Jun 2014","1583.80","1267.67"
"Uttar Pradesh","Paddy","25 Jun 2014","1472.50","1342.98"
"Uttar Pradesh","Paddy","26 Jun 2014","1308.40","1320.24"
"Uttar Pradesh","Paddy","27 Jun 2014","1652.90","1305.26"
"Uttar Pradesh","Paddy","28 Jun 2014","2108.50","1337.81"
"Uttar Pradesh","Paddy","29 Jun 2014","150.30","1365.01"
"Uttar Pradesh","Paddy","30 Jun 2014","2231.70","1320.94"
"Uttar Pradesh","Paddy","01 Jul 2014","870.50","1448.75"
"Uttar Pradesh","Paddy","02 Jul 2014","1148.10","1338.19"
"Uttar Pradesh","Paddy","03 Jul 2014","1113.70","1319.12"
"Uttar Pradesh","Paddy","04 Jul 2014","2008.80","1208.63"
"Uttar Pradesh","Paddy","05 Jul 2014","2609.00","1146.03"
"Uttar Pradesh","Paddy","06 Jul 2014","104.00","1150.02"
"Uttar Pradesh","Paddy","07 Jul 2014","3941.80","1159.63"
"Uttar Pradesh","Paddy","08 Jul 2014","1020.10","1318.36"
"Uttar Pradesh","Paddy","09 Jul 2014","752.60","1433.04"
"Uttar Pradesh","Paddy","10 Jul 2014","1672.30","1235.59"
"Uttar Pradesh","Paddy","11 Jul 2014","2671.10","1188.25"
"Uttar Pradesh","Paddy","12 Jul 2014","3218.80","1171.65"
"Uttar Pradesh","Paddy","13 Jul 2014","444.50","1273.43"
"Uttar Pradesh","Paddy","14 Jul 2014","2892.10","1153.19"
"Uttar Pradesh","Paddy","15 Jul 2014","1749.80","1203.73"
"Uttar Pradesh","Paddy","16 Jul 2014","1598.60","1249.17"
"Uttar Pradesh","Paddy","17 Jul 2014","1941.90","1189.45"
"Uttar Pradesh","Paddy","18 Jul 2014","2340.40","1168.82"
"Uttar Pradesh","Paddy","19 Jul 2014","1851.10","1201.12"
"Uttar Pradesh","Paddy","20 Jul 2014","293.50","1329.19"
"Uttar Pradesh","Paddy","21 Jul 2014","1132.90","1314.71"
"Uttar Pradesh","Paddy","22 Jul 2014","979.80","1321.10"
"Uttar Pradesh","Paddy","23 Jul 2014","1457.50","1248.93"
"Uttar Pradesh","Paddy","24 Jul 2014","1653.90","1231.57"
"Uttar Pradesh","Paddy","25 Jul 2014","1671.20","1267.60"
"Uttar Pradesh","Paddy","26 Jul 2014","1647.20","1342.77"
"Uttar Pradesh","Paddy","27 Jul 2014","229.50","1338.69"
"Uttar Pradesh","Paddy","28 Jul 2014","1584.20","1259.79"
"Uttar Pradesh","Paddy","29 Jul 2014","410.70","1506.93"
"Uttar Pradesh","Paddy","30 Jul 2014","712.70","1433.15"
"Uttar Pradesh","Paddy","31 Jul 2014","830.30","1396.57"
"Uttar Pradesh","Paddy","01 Aug 2014","975.50","1454.89"
"Uttar Pradesh","Paddy","02 Aug 2014","798.60","1519.14"
"Uttar Pradesh","Paddy","03 Aug 2014","256.50","1307.06"
"Uttar Pradesh","Paddy","04 Aug 2014","754.00","1479.02"
"Uttar Pradesh","Paddy","05 Aug 2014","729.50","1427.11"
"Uttar Pradesh","Paddy","06 Aug 2014","818.80","1415.27"
"Uttar Pradesh","Paddy","07 Aug 2014","753.70","1582.81"
"Uttar Pradesh","Paddy","08 Aug 2014","496.20","1636.34"
"Uttar Pradesh","Paddy","09 Aug 2014","763.30","1460.23"
"Uttar Pradesh","Paddy","10 Aug 2014","248.00","1314.67"
"Uttar Pradesh","Paddy","11 Aug 2014","718.90","1437.09"
"Uttar Pradesh","Paddy","12 Aug 2014","916.00","1406.30"
"Uttar Pradesh","Paddy","13 Aug 2014","792.00","1413.97"
"Uttar Pradesh","Paddy","14 Aug 2014","479.50","1430.20"
"Uttar Pradesh","Paddy","15 Aug 2014","99.00","2572.87"
"Uttar Pradesh","Paddy","16 Aug 2014","889.00","1398.69"
"Uttar Pradesh","Paddy","17 Aug 2014","265.00","1300.98"
"Uttar Pradesh","Paddy","18 Aug 2014","359.70","1261.37"
"Uttar Pradesh","Paddy","19 Aug 2014","511.90","1249.49"
"Uttar Pradesh","Paddy","20 Aug 2014","697.50","1459.19"
"Uttar Pradesh","Paddy","21 Aug 2014","550.30","1473.85"
"Uttar Pradesh","Paddy","22 Aug 2014","555.00","1503.67"
"Uttar Pradesh","Paddy","23 Aug 2014","627.00","1485.62"
"Uttar Pradesh","Paddy","24 Aug 2014","381.00","1289.84"
"Uttar Pradesh","Paddy","25 Aug 2014","418.50","1273.08"
"Uttar Pradesh","Paddy","26 Aug 2014","662.50","1430.63"
"Uttar Pradesh","Paddy","27 Aug 2014","693.70","1475.17"
"Uttar Pradesh","Paddy","28 Aug 2014","569.90","1316.31"
"Uttar Pradesh","Paddy","29 Aug 2014","701.50","1306.33"
"Uttar Pradesh","Paddy","30 Aug 2014","1342.50","1307.46"
"Uttar Pradesh","Paddy","31 Aug 2014","126.50","1349.60"
"Uttar Pradesh","Paddy","01 Sep 2014","505.10","1455.87"
"Uttar Pradesh","Paddy","02 Sep 2014","438.60","1446.26"
"Uttar Pradesh","Paddy","03 Sep 2014","607.50","1445.96"
"Uttar Pradesh","Paddy","04 Sep 2014","503.50","1440.09"
"Uttar Pradesh","Paddy","05 Sep 2014","567.60","1423.66"
"Uttar Pradesh","Paddy","06 Sep 2014","566.10","1403.67"
"Uttar Pradesh","Paddy","07 Sep 2014","232.00","1316.48"
"Uttar Pradesh","Paddy","08 Sep 2014","392.00","1302.94"
"Uttar Pradesh","Paddy","09 Sep 2014","646.30","1361.80"
"Uttar Pradesh","Paddy","10 Sep 2014","587.60","1447.26"
"Uttar Pradesh","Paddy","11 Sep 2014","480.20","1411.45"
"Uttar Pradesh","Paddy","12 Sep 2014","1178.80","1373.51"
"Uttar Pradesh","Paddy","13 Sep 2014","557.70","1490.48"
"Uttar Pradesh","Paddy","14 Sep 2014","216.50","1326.59"
"Uttar Pradesh","Paddy","15 Sep 2014","526.90","1429.67"
"Uttar Pradesh","Paddy","16 Sep 2014","635.00","1358.28"
"Uttar Pradesh","Paddy","17 Sep 2014","596.00","1421.35"
"Uttar Pradesh","Paddy","18 Sep 2014","776.20","1509.10"
"Uttar Pradesh","Paddy","19 Sep 2014","539.10","1488.89"
"Uttar Pradesh","Paddy","20 Sep 2014","673.70","1386.19"
"Uttar Pradesh","Paddy","21 Sep 2014","379.00","1329.22"
"Uttar Pradesh","Paddy","22 Sep 2014","926.30","1292.43"
"Uttar Pradesh","Paddy","23 Sep 2014","786.00","1364.65"
"Uttar Pradesh","Paddy","24 Sep 2014","742.00","1263.08"
"Uttar Pradesh","Paddy","25 Sep 2014","903.00","1289.15"
"Uttar Pradesh","Paddy","26 Sep 2014","1388.60","1245.53"
"Uttar Pradesh","Paddy","27 Sep 2014","1302.80","1307.83"
"Uttar Pradesh","Paddy","28 Sep 2014","270.00","1306.14"
"Uttar Pradesh","Paddy","29 Sep 2014","1895.10","1260.44"
"Uttar Pradesh","Paddy","30 Sep 2014","1756.10","1242.39"
"Uttar Pradesh","Paddy","01 Oct 2014","2148.60","1233.87"
"Uttar Pradesh","Paddy","02 Oct 2014","1893.80","1303.55"
"Uttar Pradesh","Paddy","03 Oct 2014","1795.00","1302.06"
"Uttar Pradesh","Paddy","04 Oct 2014","3855.30","1434.86"
"Uttar Pradesh","Paddy","05 Oct 2014","3775.30","1181.25"
"Uttar Pradesh","Paddy","06 Oct 2014","2110.04","1259.45"
